userName,content,score,at,label_num,label,text_Clean,text_Normalization,text_StopWord,text_Tokenization,text_Stemmindo,text_String
Pengguna Google,Ternyata berbayar juga setelah melakukan 5 pencarian nomor kontak,3,2025-03-19 22:16:21,0,neutral,ternyata berbayar juga setelah melakukan 5 pencarian nomor kontak,ternyata berbayar juga setelah melakukan 5 pencarian nomor kontak,berbayar 5 pencarian nomor kontak,"['berbayar', '5', 'pencarian', 'nomor', 'kontak']","['bayar', '5', 'cari', 'nomor', 'kontak']",bayar cari nomor kontak
Pengguna Google,ku kira geratis ternyata berbayar,1,2025-03-19 22:05:11,-1,negative,ku kira geratis ternyata berbayar,ku kira geratis ternyata berbayar,ku geratis berbayar,"['ku', 'geratis', 'berbayar']","['ku', 'gerat', 'bayar']",gerat bayar
Pengguna Google,"ga usah bayar lah, semuanya bayar ga bisa ngecek tag annya lagi.",2,2025-03-19 21:59:00,-1,negative,ga usah bayar lah semuanya bayar ga bisa ngecek tag annya lagi,tidak usah bayar lah semuanya bayar tidak bisa mengecek tag annya lagi,bayar bayar mengecek tag annya,"['bayar', 'bayar', 'mengecek', 'tag', 'annya']","['bayar', 'bayar', 'ecek', 'tag', 'annya']",bayar bayar ecek annya
Pengguna Google,baik,3,2025-03-19 21:22:15,0,neutral,baik,baik,,[],[],
Pengguna Google,aplikasi pelit,1,2025-03-19 20:59:31,-1,negative,aplikasi pelit,aplikasi pelit,aplikasi pelit,"['aplikasi', 'pelit']","['aplikasi', 'pelit']",aplikasi pelit
Pengguna Google,apk nya bagus kalo grtis semuaa,4,2025-03-19 20:46:48,1,positive,apk nya bagus kalo grtis semuaa,apk ya bagus kalau grtis semuaa,apk ya bagus grtis semuaa,"['apk', 'ya', 'bagus', 'grtis', 'semuaa']","['apk', 'ya', 'bagus', 'grtis', 'semuaa']",bagus grtis semuaa
Pengguna Google,"sedikit"" harus upgrade premium",1,2025-03-19 20:28:55,-1,negative,sedikit harus upgrade premium,sedikit harus upgrade premium,upgrade premium,"['upgrade', 'premium']","['upgrade', 'premium']",upgrade premium
Pengguna Google,aplikasi gratis tapi apa apa bayar,1,2025-03-19 19:52:22,-1,negative,aplikasi gratis tapi apa apa bayar,aplikasi gratis tapi apa apa bayar,aplikasi gratis bayar,"['aplikasi', 'gratis', 'bayar']","['aplikasi', 'gratis', 'bayar']",aplikasi gratis bayar
Pengguna Google,sangat mengecewakan..😡😡😡😡😡😡,1,2025-03-19 19:44:20,-1,negative,sangat mengecewakan,sangat mengecewakan,mengecewakan,['mengecewakan'],['kecewa'],kecewa
Pengguna Google,"lebih banyak rugi nya pakai aplikasi ini, data bisa gampang banget diambil dan digunain sama orang lain",1,2025-03-19 18:31:45,-1,negative,lebih banyak rugi nya pakai aplikasi ini data bisa gampang banget diambil dan digunain sama orang lain,lebih banyak rugi ya pakai aplikasi ini data bisa gampang banget diambil dan digunain sama orang lain,rugi ya pakai aplikasi data gampang banget diambil digunain orang,"['rugi', 'ya', 'pakai', 'aplikasi', 'data', 'gampang', 'banget', 'diambil', 'digunain', 'orang']","['rugi', 'ya', 'pakai', 'aplikasi', 'data', 'gampang', 'banget', 'ambil', 'digunain', 'orang']",rugi pakai aplikasi data gampang banget ambil digunain orang
Pengguna Google,terlalu banyak fitur premium,1,2025-03-19 18:28:45,-1,negative,terlalu banyak fitur premium,terlalu banyak fitur premium,fitur premium,"['fitur', 'premium']","['fitur', 'premium']",fitur premium
Pengguna Google,sampah,1,2025-03-19 18:20:30,-1,negative,sampah,sampah,sampah,['sampah'],['sampah'],sampah
Pengguna Google,gk guna,1,2025-03-19 15:43:19,-1,negative,gk guna,tidak guna,,[],[],
Pengguna Google,"apl payah,mau langganan premium,masukin sandi google padahal udah bner sampe gw reset ulang sandi google mgkin lupa kata sandi,tetep aja gak bisa login kata sandi salah Mulu gak jelas. mending apus aja apl ini.",1,2025-03-19 15:15:21,-1,negative,apl payah mau langganan premium masukin sandi google padahal udah bner sampe gw reset ulang sandi google mgkin lupa kata sandi tetep aja gak bisa login kata sandi salah mulu gak jelas mending apus aja apl ini,apl payah mau langganan premium memasuki sandi google padahal sudah benar sampai gue reset ulang sandi google mungkin lupa kata sandi tetap saja tidak bisa login kata sandi salah mulu tidak jelas mending hapus saja apl ini,apl payah langganan premium memasuki sandi google gue reset ulang sandi google lupa sandi login sandi salah mulu mending hapus apl,"['apl', 'payah', 'langganan', 'premium', 'memasuki', 'sandi', 'google', 'gue', 'reset', 'ulang', 'sandi', 'google', 'lupa', 'sandi', 'login', 'sandi', 'salah', 'mulu', 'mending', 'hapus', 'apl']","['apl', 'payah', 'langgan', 'premium', 'pasuk', 'sandi', 'google', 'gue', 'reset', 'ulang', 'sandi', 'google', 'lupa', 'sandi', 'login', 'sandi', 'salah', 'mulu', 'mending', 'hapus', 'apl']",payah langgan premium pasuk sandi google reset ulang sandi google lupa sandi login sandi salah mulu mending hapus
Pengguna Google,masa harus bayar si kan kasian yg megang duit nya dana pelajar,2,2025-03-19 14:58:36,-1,negative,masa harus bayar si kan kasian yg megang duit nya dana pelajar,masa harus bayar sih kan kasihan yang memegang duit ya dana pelajar,bayar sih kasihan memegang duit ya dana pelajar,"['bayar', 'sih', 'kasihan', 'memegang', 'duit', 'ya', 'dana', 'pelajar']","['bayar', 'sih', 'kasihan', 'pegang', 'duit', 'ya', 'dana', 'ajar']",bayar kasihan pegang duit dana ajar
Pengguna Google,pdhl udh masukin kode verifikasi nya tpi salah terus,1,2025-03-19 14:43:36,-1,negative,pdhl udh masukin kode verifikasi nya tpi salah terus,padahal sudah memasuki kode verifikasi ya tapi salah terus,memasuki kode verifikasi ya salah,"['memasuki', 'kode', 'verifikasi', 'ya', 'salah']","['pasuk', 'kode', 'verifikasi', 'ya', 'salah']",pasuk kode verifikasi salah
Pengguna Google,"skrg kok aneh ya, mau lihat tag skrg susah, ditulisnya 87 tag tp pas dibuka cuma 4, pdhal dulu bisa dilihat semua. apa harus premium dulu baru bisa dilihat semua tag nya?",1,2025-03-19 14:09:28,-1,negative,skrg kok aneh ya mau lihat tag skrg susah ditulisnya 87 tag tp pas dibuka cuma 4 pdhal dulu bisa dilihat semua apa harus premium dulu baru bisa dilihat semua tag nya,sekarang kok aneh ya mau lihat tag sekarang susah ditulisnya 87 tag tapi pas dibuka cuma 4 padahal dulu bisa dilihat semua apa harus premium dulu baru bisa dilihat semua tag ya,aneh ya lihat tag susah ditulisnya 87 tag pas dibuka 4 premium tag ya,"['aneh', 'ya', 'lihat', 'tag', 'susah', 'ditulisnya', '87', 'tag', 'pas', 'dibuka', '4', 'premium', 'tag', 'ya']","['aneh', 'ya', 'lihat', 'tag', 'susah', 'tulis', '87', 'tag', 'pas', 'buka', '4', 'premium', 'tag', 'ya']",aneh lihat susah tulis buka premium
Pengguna Google,"udah diinstal TPI ngak bisa di gunakan, harus bayar , prasaan dlu ngak gini",1,2025-03-19 14:09:20,-1,negative,udah diinstal tpi ngak bisa di gunakan harus bayar prasaan dlu ngak gini,sudah diinstal tapi tidak bisa di gunakan harus bayar perasaan dulu tidak begini,diinstal bayar perasaan,"['diinstal', 'bayar', 'perasaan']","['diinstal', 'bayar', 'asa']",diinstal bayar
Pengguna Google,kok ngeri ya... padahal saya belum melakukan pembayaran langganan kok bisa otomatis melakukan pembayaran sendiri tanpa persetujuan saya. uang di aplikasi dana saya melakukan transaksi pembayaran sendiri tanpa saya ketahui.. mohon dana saya di kembalikan karena saya sudah un intal aplikasi tapi kok masih ada transaksi,1,2025-03-19 14:06:57,-1,negative,kok ngeri ya padahal saya belum melakukan pembayaran langganan kok bisa otomatis melakukan pembayaran sendiri tanpa persetujuan saya uang di aplikasi dana saya melakukan transaksi pembayaran sendiri tanpa saya ketahui mohon dana saya di kembalikan karena saya sudah un intal aplikasi tapi kok masih ada transaksi,kok ngeri ya padahal saya belum melakukan pembayaran langganan kok bisa otomatis melakukan pembayaran sendiri tanpa persetujuan saya uang di aplikasi dana saya melakukan transaksi pembayaran sendiri tanpa saya ketahui mohon dana saya di kembalikan karena saya sudah un intal aplikasi tapi kok masih ada transaksi,ngeri ya pembayaran langganan otomatis pembayaran persetujuan uang aplikasi dana transaksi pembayaran ketahui mohon dana kembalikan un intal aplikasi transaksi,"['ngeri', 'ya', 'pembayaran', 'langganan', 'otomatis', 'pembayaran', 'persetujuan', 'uang', 'aplikasi', 'dana', 'transaksi', 'pembayaran', 'ketahui', 'mohon', 'dana', 'kembalikan', 'un', 'intal', 'aplikasi', 'transaksi']","['ngeri', 'ya', 'bayar', 'langgan', 'otomatis', 'bayar', 'tuju', 'uang', 'aplikasi', 'dana', 'transaksi', 'bayar', 'tahu', 'mohon', 'dana', 'kembali', 'un', 'intal', 'aplikasi', 'transaksi']",ngeri bayar langgan otomatis bayar tuju uang aplikasi dana transaksi bayar tahu mohon dana kembali intal aplikasi transaksi
Pengguna Google,baik,5,2025-03-19 14:01:36,1,positive,baik,baik,,[],[],
Pengguna Google,baguss banget,5,2025-03-19 13:47:07,1,positive,baguss banget,bagus banget,bagus banget,"['bagus', 'banget']","['bagus', 'banget']",bagus banget
Pengguna Google,"kudu serba premium,malas bgt",1,2025-03-19 13:38:38,-1,negative,kudu serba premium malas bgt,kudu serba premium malas banget,kudu serba premium malas banget,"['kudu', 'serba', 'premium', 'malas', 'banget']","['kudu', 'serba', 'premium', 'malas', 'banget']",kudu serba premium malas banget
Pengguna Google,bagus banget,5,2025-03-19 13:21:35,1,positive,bagus banget,bagus banget,bagus banget,"['bagus', 'banget']","['bagus', 'banget']",bagus banget
Pengguna Google,gagal terus masukin nomer padahal dah benarr tp verifikasi tetap salah,1,2025-03-19 13:02:17,-1,negative,gagal terus masukin nomer padahal dah benarr tp verifikasi tetap salah,gagal terus memasuki nomer padahal sudah benarr tapi verifikasi tetap salah,gagal memasuki nomer benarr verifikasi salah,"['gagal', 'memasuki', 'nomer', 'benarr', 'verifikasi', 'salah']","['gagal', 'pasuk', 'nomer', 'benarr', 'verifikasi', 'salah']",gagal pasuk nomer benarr verifikasi salah
Pengguna Google,mantap,5,2025-03-19 12:56:43,1,positive,mantap,mantap,mantap,['mantap'],['mantap'],mantap
Pengguna Google,ga guna,1,2025-03-19 12:52:01,-1,negative,ga guna,tidak guna,,[],[],
Pengguna Google,membantu sekali,5,2025-03-19 12:17:01,1,positive,membantu sekali,membantu sekali,membantu,['membantu'],['bantu'],bantu
Pengguna Google,ya bagus,4,2025-03-19 12:13:03,1,positive,ya bagus,ya bagus,ya bagus,"['ya', 'bagus']","['ya', 'bagus']",bagus
Pengguna Google,sangat jalek,1,2025-03-19 12:08:46,-1,negative,sangat jalek,sangat jalek,jalek,['jalek'],['jalek'],jalek
Pengguna Google,kakean bayar ng0k,2,2025-03-19 12:01:00,-1,negative,kakean bayar ng0k,kakean bayar ng0k,kakean bayar ng0k,"['kakean', 'bayar', 'ng0k']","['kakean', 'bayar', 'ng0k']",kakean bayar ng0k
Pengguna Google,"Aplikasi Busuk apa apaa harus bayar, lihat yang nge sv aja harus bayar cihh",2,2025-03-19 11:31:39,-1,negative,aplikasi busuk apa apaa harus bayar lihat yang nge sv aja harus bayar cihh,aplikasi busuk apa apa harus bayar lihat yang nge sv saja harus bayar cihh,aplikasi busuk bayar lihat nge sv bayar cihh,"['aplikasi', 'busuk', 'bayar', 'lihat', 'nge', 'sv', 'bayar', 'cihh']","['aplikasi', 'busuk', 'bayar', 'lihat', 'nge', 'sv', 'bayar', 'cihh']",aplikasi busuk bayar lihat bayar cihh
Pengguna Google,Sangat membantu melacak nomor tidak dikenal yang sering telepon.,5,2025-03-19 11:21:20,1,positive,sangat membantu melacak nomor tidak dikenal yang sering telepon,sangat membantu melacak nomor tidak dikenal yang sering telepon,membantu melacak nomor dikenal telepon,"['membantu', 'melacak', 'nomor', 'dikenal', 'telepon']","['bantu', 'lacak', 'nomor', 'kenal', 'telepon']",bantu lacak nomor kenal telepon
Pengguna Google,Aplikasinya bermasalah,1,2025-03-19 11:19:47,-1,negative,aplikasinya bermasalah,aplikasinya bermasalah,aplikasinya bermasalah,"['aplikasinya', 'bermasalah']","['aplikasi', 'masalah']",aplikasi masalah
Pengguna Google,"sekarang ga seru ah, harus premi dlu",1,2025-03-19 11:18:48,-1,negative,sekarang ga seru ah harus premi dlu,sekarang tidak seru ah harus premi dulu,seru ah premi,"['seru', 'ah', 'premi']","['seru', 'ah', 'premi']",seru premi
Pengguna Google,jelek,1,2025-03-19 11:15:58,-1,negative,jelek,jelek,jelek,['jelek'],['jelek'],jelek
Pengguna Google,jgn terlalu mahal,5,2025-03-19 11:12:02,1,positive,jgn terlalu mahal,jangan terlalu mahal,mahal,['mahal'],['mahal'],mahal
Pengguna Google,busuk harus bayar,1,2025-03-19 11:04:13,-1,negative,busuk harus bayar,busuk harus bayar,busuk bayar,"['busuk', 'bayar']","['busuk', 'bayar']",busuk bayar
Pengguna Google,"masa cuma mau liat nomor orang aja harus premium, masalahnya ini aplikasi yang jarang dipake, klo hrus langganan premium dlu sayang karena ga sering dipake",1,2025-03-19 11:01:13,-1,negative,masa cuma mau liat nomor orang aja harus premium masalahnya ini aplikasi yang jarang dipake klo hrus langganan premium dlu sayang karena ga sering dipake,masa cuma mau lihat nomor orang saja harus premium masalahnya ini aplikasi yang jarang dipakai kalau harus langganan premium dulu sayang karena tidak sering dipakai,lihat nomor orang premium aplikasi jarang dipakai langganan premium sayang dipakai,"['lihat', 'nomor', 'orang', 'premium', 'aplikasi', 'jarang', 'dipakai', 'langganan', 'premium', 'sayang', 'dipakai']","['lihat', 'nomor', 'orang', 'premium', 'aplikasi', 'jarang', 'pakai', 'langgan', 'premium', 'sayang', 'pakai']",lihat nomor orang premium aplikasi jarang pakai langgan premium sayang pakai
Pengguna Google,mungkin bermanfaat untuk yg gak ada data ya: ),1,2025-03-19 10:59:27,-1,negative,mungkin bermanfaat untuk yg gak ada data ya,mungkin bermanfaat untuk yang tidak ada data ya,bermanfaat data ya,"['bermanfaat', 'data', 'ya']","['manfaat', 'data', 'ya']",manfaat data
Pengguna Google,aplikasi kikir🥰 kebanyakan harus bayar🥰🥰🥰🥰🥰,5,2025-03-19 10:50:05,1,positive,aplikasi kikir kebanyakan harus bayar,aplikasi kikir kebanyakan harus bayar,aplikasi kikir kebanyakan bayar,"['aplikasi', 'kikir', 'kebanyakan', 'bayar']","['aplikasi', 'kikir', 'banyak', 'bayar']",aplikasi kikir banyak bayar
Pengguna Google,👍,4,2025-03-19 10:38:55,1,positive,,,,[],[],
Pengguna Google,kebanyakan premium,1,2025-03-19 10:24:39,-1,negative,kebanyakan premium,kebanyakan premium,kebanyakan premium,"['kebanyakan', 'premium']","['banyak', 'premium']",banyak premium
Pengguna Google,mantap ... aplikasinya,5,2025-03-19 10:11:34,1,positive,mantap aplikasinya,mantap aplikasinya,mantap aplikasinya,"['mantap', 'aplikasinya']","['mantap', 'aplikasi']",mantap aplikasi
Pengguna Google,berbayar membuat sulit,1,2025-03-19 09:58:48,-1,negative,berbayar membuat sulit,berbayar membuat sulit,berbayar sulit,"['berbayar', 'sulit']","['bayar', 'sulit']",bayar sulit
Pengguna Google,tidak bagus,1,2025-03-19 09:09:31,-1,negative,tidak bagus,tidak bagus,bagus,['bagus'],['bagus'],bagus
Pengguna Google,tolong di update lagi setiap mencari nama contact aplikasi keluar sendiri,4,2025-03-19 08:56:43,1,positive,tolong di update lagi setiap mencari nama contact aplikasi keluar sendiri,tolong di update lagi setiap mencari nama contact aplikasi keluar sendiri,tolong update mencari nama contact aplikasi,"['tolong', 'update', 'mencari', 'nama', 'contact', 'aplikasi']","['tolong', 'update', 'cari', 'nama', 'contact', 'aplikasi']",tolong update cari nama contact aplikasi
Pengguna Google,kenapa saldo dana saya selalu terpotong padahal saya sudah tidak berlangganan premium lagi,1,2025-03-19 08:44:51,-1,negative,kenapa saldo dana saya selalu terpotong padahal saya sudah tidak berlangganan premium lagi,kenapa saldo dana saya selalu terpotong padahal saya sudah tidak berlangganan premium lagi,saldo dana terpotong berlangganan premium,"['saldo', 'dana', 'terpotong', 'berlangganan', 'premium']","['saldo', 'dana', 'potong', 'langgan', 'premium']",saldo dana potong langgan premium
Pengguna Google,"minn pliss deh jangan premium susah jadinya mau liat tag orang, dikira semua pengguna gtc bisa beli gtc pro min? balikin gtc yg dulu pliss min tanpa premium kaya gini😔 kecewa bangett saya min, tolong diperbaiki yaa min mohon bantuannya",2,2025-03-19 08:33:14,-1,negative,minn pliss deh jangan premium susah jadinya mau liat tag orang dikira semua pengguna gtc bisa beli gtc pro min balikin gtc yg dulu pliss min tanpa premium kaya gini kecewa bangett saya min tolong diperbaiki yaa min mohon bantuannya,minn pliss deh jangan premium susah jadinya mau lihat tag orang dikira semua pengguna gtc bisa beli gtc pro min balikin gtc yang dulu pliss min tanpa premium kayak begini kecewa banget saya min tolong diperbaiki ya min mohon bantuannya,minn pliss deh premium susah lihat tag orang pengguna gtc beli gtc pro min balikin gtc pliss min premium kayak kecewa banget min tolong diperbaiki ya min mohon bantuannya,"['minn', 'pliss', 'deh', 'premium', 'susah', 'lihat', 'tag', 'orang', 'pengguna', 'gtc', 'beli', 'gtc', 'pro', 'min', 'balikin', 'gtc', 'pliss', 'min', 'premium', 'kayak', 'kecewa', 'banget', 'min', 'tolong', 'diperbaiki', 'ya', 'min', 'mohon', 'bantuannya']","['minn', 'pliss', 'deh', 'premium', 'susah', 'lihat', 'tag', 'orang', 'guna', 'gtc', 'beli', 'gtc', 'pro', 'min', 'balikin', 'gtc', 'pliss', 'min', 'premium', 'kayak', 'kecewa', 'banget', 'min', 'tolong', 'baik', 'ya', 'min', 'mohon', 'bantu']",minn pliss premium susah lihat orang guna beli balikin pliss premium kayak kecewa banget tolong baik mohon bantu
Pengguna Google,masa gabisa lihat semuanya? maaf ya bukan kaya gmn tapi gajelas aplikasi nya sekarang ga kay dulu.,1,2025-03-19 08:16:29,-1,negative,masa gabisa lihat semuanya maaf ya bukan kaya gmn tapi gajelas aplikasi nya sekarang ga kay dulu,masa tidak bisa lihat semuanya maaf ya bukan kayak bagaimana tapi tidak jelas aplikasi ya sekarang tidak kay dulu,lihat maaf ya kayak aplikasi ya kay,"['lihat', 'maaf', 'ya', 'kayak', 'aplikasi', 'ya', 'kay']","['lihat', 'maaf', 'ya', 'kayak', 'aplikasi', 'ya', 'kay']",lihat maaf kayak aplikasi
Pengguna Google,ok,5,2025-03-19 07:24:18,1,positive,ok,ok,ok,['ok'],['ok'],
Pengguna Google,"freak. ngelanggar privasi org, mau di sembunyiin malah harus premium. gajelas.",1,2025-03-19 07:04:43,-1,negative,freak ngelanggar privasi org mau di sembunyiin malah harus premium gajelas,freak ngelanggar privasi orang mau di sembunyiin malah harus premium tidak jelas,freak ngelanggar privasi orang sembunyiin premium,"['freak', 'ngelanggar', 'privasi', 'orang', 'sembunyiin', 'premium']","['freak', 'ngelanggar', 'privasi', 'orang', 'sembunyiin', 'premium']",freak ngelanggar privasi orang sembunyiin premium
Pengguna Google,"makan kau tu premium, yang iya nya makin buruk penilaian apk. uninstall!!",1,2025-03-19 06:53:48,-1,negative,makan kau tu premium yang iya nya makin buruk penilaian apk uninstall,makan kau itu premium yang iya ya makin buruk penilaian apk uninstall,makan kau premium iya ya buruk penilaian apk uninstall,"['makan', 'kau', 'premium', 'iya', 'ya', 'buruk', 'penilaian', 'apk', 'uninstall']","['makan', 'kau', 'premium', 'iya', 'ya', 'buruk', 'nilai', 'apk', 'uninstall']",makan premium buruk nilai uninstall
Pengguna Google,"App ny bgs TPI ada premium TPI gpp lha,",5,2025-03-19 06:36:15,1,positive,app ny bgs tpi ada premium tpi gpp lha,app nya bagus tapi ada premium tapi tidak apa-apa lah,app nya bagus premium apa-apa,"['app', 'nya', 'bagus', 'premium', 'apa', 'apa']","['app', 'nya', 'bagus', 'premium', 'apa', 'apa']",bagus premium
Pengguna Google,sampah mbot,1,2025-03-19 06:20:10,-1,negative,sampah mbot,sampah mbot,sampah mbot,"['sampah', 'mbot']","['sampah', 'mbot']",sampah mbot
Pengguna Google,jelek bgt premium semua,1,2025-03-19 06:02:34,-1,negative,jelek bgt premium semua,jelek banget premium semua,jelek banget premium,"['jelek', 'banget', 'premium']","['jelek', 'banget', 'premium']",jelek banget premium
Pengguna Google,keren banget,5,2025-03-19 05:55:18,1,positive,keren banget,keren banget,keren banget,"['keren', 'banget']","['keren', 'banget']",keren banget
Pengguna Google,good,5,2025-03-19 05:26:05,1,positive,good,good,good,['good'],['good'],good
Pengguna Google,pake premium segala pepek,1,2025-03-19 05:19:53,-1,negative,pake premium segala pepek,pakai premium segala pepek,pakai premium pepek,"['pakai', 'premium', 'pepek']","['pakai', 'premium', 'pepek']",pakai premium pepek
Pengguna Google,kok sekrang berbayar si,1,2025-03-19 05:18:08,-1,negative,kok sekrang berbayar si,kok sekarang berbayar sih,berbayar sih,"['berbayar', 'sih']","['bayar', 'sih']",bayar
Pengguna Google,duh premium,1,2025-03-19 05:09:15,-1,negative,duh premium,duh premium,duh premium,"['duh', 'premium']","['duh', 'premium']",premium
Pengguna Google,lumayan bagus tapi cara liat orang lain kasih nama wa ku apa,3,2025-03-19 04:41:37,0,neutral,lumayan bagus tapi cara liat orang lain kasih nama wa ku apa,lumayan bagus tapi cara lihat orang lain kasih nama wa ku apa,lumayan bagus lihat orang kasih nama wa ku,"['lumayan', 'bagus', 'lihat', 'orang', 'kasih', 'nama', 'wa', 'ku']","['lumayan', 'bagus', 'lihat', 'orang', 'kasih', 'nama', 'wa', 'ku']",lumayan bagus lihat orang kasih nama
Pengguna Google,nggk ada AP ap cumaaa kaya telponn 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻🙊 maaff,1,2025-03-19 04:30:45,-1,negative,nggk ada ap ap cumaaa kaya telponn maaff,tidak ada apa apa cumaaa kayak telponn maaff,cumaaa kayak telponn maaff,"['cumaaa', 'kayak', 'telponn', 'maaff']","['cumaaa', 'kayak', 'telponn', 'maaff']",cumaaa kayak telponn maaff
Pengguna Google,harus bayar,1,2025-03-19 04:24:54,-1,negative,harus bayar,harus bayar,bayar,['bayar'],['bayar'],bayar
Pengguna Google,keren sihh,5,2025-03-19 04:05:32,1,positive,keren sihh,keren sih,keren sih,"['keren', 'sih']","['keren', 'sih']",keren
Pengguna Google,ok,5,2025-03-19 03:54:07,1,positive,ok,ok,ok,['ok'],['ok'],
Pengguna Google,"Sudah sebulan mencoba login, pakai email lama sampai buat email baru buat login, tetap tidak bisa.",2,2025-03-19 03:50:43,-1,negative,sudah sebulan mencoba login pakai email lama sampai buat email baru buat login tetap tidak bisa,sudah sebulan mencoba login pakai email lama sampai buat email baru buat login tetap tidak bisa,sebulan mencoba login pakai email email login,"['sebulan', 'mencoba', 'login', 'pakai', 'email', 'email', 'login']","['bulan', 'coba', 'login', 'pakai', 'email', 'email', 'login']",bulan coba login pakai email email login
Pengguna Google,Coba gratis pasti bintang 5,1,2025-03-19 03:30:32,-1,negative,coba gratis pasti bintang 5,coba gratis pasti bintang 5,coba gratis bintang 5,"['coba', 'gratis', 'bintang', '5']","['coba', 'gratis', 'bintang', '5']",coba gratis bintang
Pengguna Google,makasi ya,5,2025-03-19 03:26:36,1,positive,makasi ya,terima kasih ya,terima kasih ya,"['terima', 'kasih', 'ya']","['terima', 'kasih', 'ya']",terima kasih
Pengguna Google,ᑲᥲgᥙs ᑲᥲᥒgᥱ𝗍,5,2025-03-19 03:02:59,1,positive,ᑲᥲgᥙs ᑲᥲᥒgᥱ𝗍,ᑲᥲgᥙs ᑲᥲᥒgᥱ𝗍,ᑲᥲgᥙs ᑲᥲᥒgᥱ𝗍,"['ᑲᥲgᥙs', 'ᑲᥲᥒgᥱ𝗍']","['g s', 'g']",
Pengguna Google,Aplikasinya kek pemerasan😒 apa-apa premium dikit-dikit premium tetep aja pun gk terbuka kalau kita cek tagar nomor org lain,1,2025-03-19 02:52:57,-1,negative,aplikasinya kek pemerasan apa apa premium dikit dikit premium tetep aja pun gk terbuka kalau kita cek tagar nomor org lain,aplikasinya kayak pemerasan apa apa premium dikit dikit premium tetap saja pun tidak terbuka kalau kita cek tagar nomor orang lain,aplikasinya kayak pemerasan premium dikit dikit premium terbuka cek tagar nomor orang,"['aplikasinya', 'kayak', 'pemerasan', 'premium', 'dikit', 'dikit', 'premium', 'terbuka', 'cek', 'tagar', 'nomor', 'orang']","['aplikasi', 'kayak', 'peras', 'premium', 'dikit', 'dikit', 'premium', 'buka', 'cek', 'tagar', 'nomor', 'orang']",aplikasi kayak peras premium dikit dikit premium buka tagar nomor orang
Pengguna Google,"bayar dulu semuanya,kenapa gak nonton iklan bayar dulu",1,2025-03-19 02:47:36,-1,negative,bayar dulu semuanya kenapa gak nonton iklan bayar dulu,bayar dulu semuanya kenapa tidak menonton iklan bayar dulu,bayar menonton iklan bayar,"['bayar', 'menonton', 'iklan', 'bayar']","['bayar', 'tonton', 'iklan', 'bayar']",bayar tonton iklan bayar
Pengguna Google,Di hp baru malah ga bisa dapat gratis,1,2025-03-19 02:42:05,-1,negative,di hp baru malah ga bisa dapat gratis,di hp baru malah tidak bisa dapat gratis,hp gratis,"['hp', 'gratis']","['hp', 'gratis']",gratis
Pengguna Google,"aplikasi burik, dulu untuk lihat tag ndak perlu pakai premium segala",1,2025-03-19 02:40:41,-1,negative,aplikasi burik dulu untuk lihat tag ndak perlu pakai premium segala,aplikasi burik dulu untuk lihat tag indak perlu pakai premium segala,aplikasi burik lihat tag indak pakai premium,"['aplikasi', 'burik', 'lihat', 'tag', 'indak', 'pakai', 'premium']","['aplikasi', 'burik', 'lihat', 'tag', 'indak', 'pakai', 'premium']",aplikasi burik lihat indak pakai premium
Pengguna Google,Bagus,5,2025-03-19 02:28:49,1,positive,bagus,bagus,bagus,['bagus'],['bagus'],bagus
Pengguna Google,baik,5,2025-03-19 01:25:31,1,positive,baik,baik,,[],[],
Pengguna Google,dikit dikit premium,1,2025-03-19 01:21:50,-1,negative,dikit dikit premium,dikit dikit premium,dikit dikit premium,"['dikit', 'dikit', 'premium']","['dikit', 'dikit', 'premium']",dikit dikit premium
Pengguna Google,Lolot dan lelet,1,2025-03-19 01:11:33,-1,negative,lolot dan lelet,lolot dan lelet,lolot lelet,"['lolot', 'lelet']","['lolot', 'lelet']",lolot lelet
Pengguna Google,"Dari 90 kontak cuman 10 tagar yg bisa dilihat ,itu juga kita g tau siapa yg ngasih nama kita kaya gitu,harus nya pastikan semua kontak yg save no kita itu keliatan semua dan siapa yg ngesave no kita dengan nama tersebut ,biar g penasaran",1,2025-03-19 01:09:02,-1,negative,dari 90 kontak cuman 10 tagar yg bisa dilihat itu juga kita g tau siapa yg ngasih nama kita kaya gitu harus nya pastikan semua kontak yg save no kita itu keliatan semua dan siapa yg ngesave no kita dengan nama tersebut biar g penasaran,dari 90 kontak cuman 10 tagar yang bisa dilihat itu juga kita tidak tau siapa yang mengasih nama kita kayak begitu harus ya pastikan semua kontak yang save no kita itu kelihatan semua dan siapa yang ngesave no kita dengan nama tersebut biar tidak penasaran,90 kontak cuman 10 tagar tau mengasih nama kayak ya pastikan kontak save no ngesave no nama biar penasaran,"['90', 'kontak', 'cuman', '10', 'tagar', 'tau', 'mengasih', 'nama', 'kayak', 'ya', 'pastikan', 'kontak', 'save', 'no', 'ngesave', 'no', 'nama', 'biar', 'penasaran']","['90', 'kontak', 'cuman', '10', 'tagar', 'tau', 'asih', 'nama', 'kayak', 'ya', 'pasti', 'kontak', 'save', 'no', 'ngesave', 'no', 'nama', 'biar', 'penasaran']",kontak cuman tagar asih nama kayak pasti kontak save ngesave nama biar penasaran
